my_0,my_1,my_2,my_3,my_4,my_5,my_6,my_7,op_0,op_1,op_2,op_3,op_4,op_5,op_6,op_7,result,my_crowns,op_crowns,my_lev_avg,op_lev_avg,battle_time
26000000,26000005,26000010,26000056,26000062,27000002,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,27.125,25.5,20260321T190430.000Z
26000003,26000005,26000006,26000012,26000013,26000049,28000001,28000005,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,26.875,25.5,20260328T131547.000Z
26000024,26000025,26000042,26000045,26000061,26000077,28000000,28000015,26000008,26000011,26000021,26000022,26000023,26000026,26000032,28000005,-1,0,1,23.625,24.875,20260328T203017.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000003,26000012,26000018,26000022,26000033,26000049,28000001,28000002,1,3,1,25.125,26.25,20260327T231817.000Z
26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,1,0,25.625,27.125,20260326T141638.000Z
26000006,26000008,26000017,26000048,26000067,26000069,28000001,28000002,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,25.0,27.0,20260329T141936.000Z
26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,26000011,26000015,26000023,27000009,28000009,28000010,28000012,28000015,-1,0,1,25.625,24.0,20260329T043442.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000009,26000025,26000039,26000045,26000074,27000000,28000007,28000012,1,1,0,27.125,24.375,20260328T200757.000Z
26000001,26000003,26000005,26000008,26000034,28000001,28000010,28000017,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,27.125,25.5,20260329T154545.000Z
26000000,26000006,26000010,26000032,26000045,26000084,28000008,28000012,26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,-1,0,2,26.125,24.0,20260328T163500.000Z
26000010,26000024,26000044,26000061,26000077,26000084,28000002,28000011,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,24.5,25.5,20260329T033145.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,1,0,25.625,27.125,20260329T134153.000Z
26000009,26000011,26000015,26000018,26000023,26000027,28000007,28000012,26000020,26000025,26000049,27000001,27000010,28000009,28000010,28000015,1,1,0,24.375,25.0,20260329T113309.000Z
26000010,26000011,26000030,26000031,26000058,26000062,27000000,28000004,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,26.5,25.5,20260329T162919.000Z
26000003,26000005,26000006,26000012,26000013,26000049,28000001,28000005,26000003,26000007,26000018,26000027,27000007,28000002,28000008,28000016,-1,1,3,26.875,26.125,20260324T235505.000Z
26000000,26000010,26000013,26000031,27000000,27000013,28000009,28000017,26000010,26000011,26000030,26000031,26000058,26000062,27000000,28000004,-1,1,2,27.75,26.5,20260328T162650.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000012,26000017,26000048,26000067,26000069,28000001,28000002,28000023,-1,0,1,26.25,24.375,20260329T000056.000Z
26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,-1,0,1,27.5,26.25,20260329T131115.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,-1,0,1,27.0,26.75,20260329T065447.000Z
26000008,26000017,26000048,26000067,26000069,28000001,28000002,28000023,26000013,26000034,26000047,26000083,26000085,27000000,28000001,28000012,1,3,0,25.0,26.125,20260327T214328.000Z
26000002,26000050,26000053,26000056,26000062,26000097,28000000,28000011,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,2,1,25.5,25.5,20260329T151002.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000007,26000008,26000012,26000021,26000033,26000042,28000000,28000008,1,1,0,26.0,25.25,20260329T083957.000Z
26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,26000031,26000034,26000037,26000074,26000085,27000012,28000007,28000012,1,1,0,24.5,24.0,20260329T171807.000Z
26000010,26000017,26000050,26000059,26000084,27000001,28000007,28000015,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,1,0,26.0,27.0,20260329T161902.000Z
26000000,26000010,26000027,27000001,27000010,28000009,28000010,28000015,26000011,26000030,26000031,26000058,26000062,26000102,27000000,28000004,1,1,0,25.625,26.5,20260328T113617.000Z
26000000,26000002,26000014,26000021,26000031,27000000,28000000,28000011,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,27.25,27.0,20260329T103539.000Z
26000009,26000012,26000015,26000018,26000035,26000037,28000007,28000008,26000009,26000027,26000045,26000054,26000063,26000068,28000006,28000012,1,3,0,24.25,24.375,20260329T021343.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,-1,0,1,26.0,26.0,20260328T231513.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000010,26000021,26000064,26000065,26000084,27000000,28000011,28000014,-1,0,1,25.125,26.25,20260329T152238.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,1,1,0,25.5,26.0,20260329T162343.000Z
26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,26000000,26000001,26000010,26000084,27000006,27000008,28000003,28000011,1,1,0,27.5,27.125,20260329T020440.000Z
26000010,26000013,26000030,26000065,27000000,27000013,28000000,28000011,26000020,26000036,26000042,26000050,26000062,26000083,28000000,28000015,1,1,0,25.875,23.25,20260329T165538.000Z
26000000,26000010,26000021,26000045,27000000,28000007,28000012,28000018,26000008,26000012,26000015,26000017,26000020,26000027,28000001,28000013,1,1,0,27.75,25.5,20260329T023549.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000034,26000037,26000045,26000052,26000074,28000005,28000010,28000012,1,1,0,26.25,23.0,20260325T094640.000Z
26000010,26000020,26000021,26000062,26000084,27000000,28000014,28000015,26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,1,1,0,26.25,23.125,20260328T210335.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,25.5,25.5,20260329T141512.000Z
26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,26000003,26000012,26000034,26000048,26000049,28000001,28000010,28000017,-1,0,1,23.0,25.5,20260329T033234.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000037,26000041,26000049,26000055,26000056,26000058,27000013,28000001,1,1,0,25.625,25.75,20260329T104640.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,-1,0,1,25.5,24.5,20260328T214605.000Z
26000010,26000050,26000059,26000062,26000084,27000004,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.625,25.5,20260329T083547.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,-1,0,1,26.75,25.75,20260329T164459.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000018,26000021,26000027,26000055,26000062,26000064,27000006,28000001,1,1,0,28.125,26.5,20260324T220545.000Z
26000013,26000034,26000047,26000085,27000000,28000001,28000012,28000025,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,26.125,25.5,20260329T044658.000Z
26000004,26000015,26000042,26000051,26000074,28000000,28000015,28000017,26000008,26000020,26000021,26000022,26000025,26000064,28000007,28000011,-1,0,1,23.625,25.875,20260329T165402.000Z
26000017,26000020,26000036,26000042,26000050,26000083,28000015,28000026,26000009,26000025,26000039,26000045,26000074,27000000,28000007,28000012,1,1,0,23.625,24.375,20260326T232025.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000000,26000013,26000026,26000031,27000006,27000008,28000003,28000018,-1,0,1,25.125,27.125,20260327T003632.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000024,26000025,26000044,26000061,26000077,26000084,28000002,28000011,1,1,0,26.25,23.875,20260329T040902.000Z
26000013,26000027,26000047,26000052,26000083,27000012,27000013,28000001,26000003,26000016,26000032,26000039,26000062,26000095,28000000,28000008,1,3,1,26.625,26.25,20260329T164657.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.625,25.5,20260328T200138.000Z
26000031,26000032,26000049,26000058,26000062,26000102,27000004,28000015,26000003,26000018,26000027,26000033,26000039,26000083,28000008,28000026,-1,0,1,25.5,25.0,20260327T175814.000Z
26000000,26000010,26000062,26000095,27000004,27000013,28000011,28000012,26000000,26000001,26000016,26000040,26000046,27000010,28000001,28000011,-1,0,1,25.25,26.875,20260328T144352.000Z
26000018,26000027,26000033,26000042,26000060,28000002,28000008,28000016,26000000,26000005,26000010,26000056,26000062,27000002,28000000,28000015,1,1,0,24.625,27.125,20260327T174752.000Z
26000024,26000025,26000042,26000045,26000061,26000077,28000000,28000015,26000002,26000011,26000021,26000030,26000045,28000003,28000011,28000012,1,1,0,23.625,26.0,20260328T175503.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000000,26000015,26000034,26000085,27000012,28000007,28000012,28000015,1,1,0,25.125,25.0,20260328T232145.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000002,26000011,26000030,26000040,26000058,27000000,28000003,28000004,1,1,0,25.5,27.0,20260328T055723.000Z
26000010,26000017,26000050,26000059,26000084,27000001,28000007,28000015,26000003,26000007,26000012,26000017,26000027,28000010,28000012,28000017,1,2,0,26.0,25.0,20260329T170046.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,-1,0,1,25.625,26.75,20260327T230427.000Z
26000003,26000005,26000007,26000018,26000034,28000001,28000010,28000017,26000009,26000012,26000037,26000048,26000067,26000069,28000001,28000002,1,3,2,26.25,23.625,20260329T113848.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,-1,0,1,26.75,26.0,20260329T163959.000Z
26000009,26000011,26000015,26000018,26000039,26000048,28000000,28000008,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,1,0,25.75,27.0,20260329T131438.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000003,28000011,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,-1,0,1,27.125,26.25,20260329T162338.000Z
26000009,26000011,26000015,26000018,26000027,26000039,28000012,28000026,26000013,26000015,26000067,26000068,26000077,27000004,28000001,28000025,1,2,1,25.125,25.375,20260325T000538.000Z
26000002,26000005,26000016,26000046,26000055,26000058,26000072,28000001,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,1,1,0,24.5,26.25,20260329T125540.000Z
26000020,26000027,26000036,26000042,26000050,26000062,28000000,28000015,26000003,26000014,26000034,26000048,26000061,28000001,28000010,28000017,1,1,0,23.625,24.875,20260327T172408.000Z
26000020,26000024,26000050,26000052,26000061,26000083,28000000,28000015,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,1,1,0,24.25,23.875,20260329T153605.000Z
26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,26000025,26000040,26000058,26000065,26000084,27000003,28000004,28000011,-1,0,1,24.5,24.375,20260328T192326.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000002,26000006,26000011,26000029,26000032,26000037,26000039,28000005,-1,1,3,25.5,24.25,20260329T151912.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000000,28000011,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,3,0,26.25,27.0,20260327T234415.000Z
26000000,26000005,26000010,26000056,26000062,27000002,28000000,28000015,26000004,26000027,26000036,26000042,26000050,26000062,28000000,28000008,-1,0,1,27.125,24.25,20260328T045637.000Z
26000010,26000011,26000030,26000032,27000006,28000009,28000015,28000025,26000009,26000027,26000035,26000063,26000080,27000007,28000012,28000015,-1,0,1,25.5,24.625,20260329T162114.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,1,0,23.875,26.75,20260329T130840.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000009,26000027,26000035,26000039,26000095,28000000,28000008,28000025,-1,1,2,25.5,25.0,20260328T203507.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,1,1,0,27.0,27.5,20260328T104502.000Z
26000000,26000010,26000059,26000062,26000084,27000006,28000000,28000015,26000000,26000007,26000021,26000037,26000055,26000062,28000001,28000008,1,1,0,27.875,25.5,20260324T142925.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.5,25.5,20260325T091209.000Z
26000010,26000027,26000059,26000062,26000084,27000006,28000000,28000015,26000003,26000005,26000006,26000010,26000012,26000022,28000001,28000005,1,3,1,26.25,26.875,20260329T095023.000Z
26000000,26000009,26000015,26000035,26000048,28000007,28000012,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000011,1,2,1,23.875,25.125,20260205T083457.000Z
26000031,26000034,26000037,26000074,26000085,27000012,28000007,28000012,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,24.0,25.5,20260329T163510.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000000,26000010,26000030,27000001,27000010,28000009,28000010,28000015,1,1,0,26.75,26.25,20260329T110528.000Z
26000001,26000003,26000005,26000027,26000095,28000001,28000010,28000017,26000005,26000010,26000054,26000056,26000062,27000002,28000000,28000015,-1,0,1,26.875,26.5,20260329T065707.000Z
26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,26000012,26000017,26000041,26000042,26000055,26000077,28000004,28000011,1,1,0,24.625,23.25,20260328T095440.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000003,26000005,26000007,26000018,26000034,28000001,28000010,28000017,-1,0,1,27.125,26.25,20260329T135440.000Z
26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,-1,1,3,23.125,27.5,20260328T152958.000Z
26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,26000025,26000040,26000058,26000065,26000084,27000003,28000004,28000011,1,1,0,24.5,24.375,20260329T165852.000Z
26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,1,1,0,24.5,24.5,20260328T204934.000Z
26000003,26000014,26000025,26000034,26000048,28000001,28000010,28000017,26000004,26000007,26000018,26000085,28000006,28000012,28000025,28000026,-1,0,3,26.125,25.0,20260327T132439.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000007,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.25,25.5,20260326T165125.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000000,26000010,26000031,26000095,27000000,27000013,28000009,28000017,-1,0,1,25.625,27.5,20260328T161035.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,1,1,0,25.625,26.375,20260323T230215.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,1,2,1,25.5,26.375,20260329T093054.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000011,26000050,26000051,26000055,26000084,26000093,26000102,28000007,28000017,-1,0,3,25.25,24.125,20260329T012411.000Z
26000006,26000008,26000015,26000025,26000029,26000039,28000000,28000008,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,-1,1,2,25.625,25.125,20260329T145324.000Z
26000026,26000043,26000046,26000047,26000050,26000058,26000062,26000097,26000012,26000016,26000020,26000033,26000042,26000055,28000003,28000013,1,1,0,24.125,23.25,20260328T023004.000Z
26000000,26000001,26000010,26000030,26000031,27000002,28000009,28000010,26000010,26000031,26000095,26000099,27000000,27000013,28000009,28000011,1,1,0,27.375,25.25,20260329T042334.000Z
26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,26000000,26000001,26000010,26000084,27000006,27000008,28000003,28000011,1,1,0,25.75,27.125,20260327T234512.000Z
